id,source_id,task,pathogen,entity_type,phage_names,host_species,host_strain,assay_type,activity_score,active_binary,enhanced_vs_best_single,resistance_or_rebound,biofilm_reduction,antibiotic_synergy,feature_receptor,feature_lps_sugar,feature_family,feature_genus,feature_lifestyle,feature_morphotype,feature_genetic_diversity,feature_receptor_diversity,feature_cocktail_size,evidence
lbnl_eop_452b287c2d0e6c,lbnl_phage_foundry,host_range,E_coli,phage,Bas08,Escherichia coli,ΔgalU,EOP,-0.918884254,true,,,,,TolC,HepII,Drexlerviridae,Tlsvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas08; genotype=ΔgalU; EOP=-0.918884254.
lbnl_eop_b8f6ea3efaf028,lbnl_phage_foundry,host_range,E_coli,phage,Bas61,Escherichia coli,ΔwaaP,EOP,-10.17609126,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas61; genotype=ΔwaaP; EOP=-10.17609126.
lbnl_eop_4bd68e162d1348,lbnl_phage_foundry,host_range,E_coli,phage,Bas62,Escherichia coli,ΔwaaP,EOP,-10.36797679,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas62; genotype=ΔwaaP; EOP=-10.36797679.
lbnl_eop_160bcf5f4ed829,lbnl_phage_foundry,host_range,E_coli,phage,CEV1,Escherichia coli,ΔwaaP,EOP,-0.754272812,true,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=CEV1; genotype=ΔwaaP; EOP=-0.754272812.
lbnl_eop_ea45a492bd684a,lbnl_phage_foundry,host_range,E_coli,phage,EV116,Escherichia coli,ΔwaaP,EOP,-9.920818754,false,,,,,TolC,HepII,Drexlerviridae,Tlsvirus,virulent,Siphovirus,,,,Direct EOP row: phage=EV116; genotype=ΔwaaP; EOP=-9.920818754.
lbnl_eop_77cb985a3cfa03,lbnl_phage_foundry,host_range,E_coli,phage,EV146,Escherichia coli,ΔwaaP,EOP,-1.91186391,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=EV146; genotype=ΔwaaP; EOP=-1.91186391.
lbnl_eop_c12b7c7c1c3cec,lbnl_phage_foundry,host_range,E_coli,phage,K20,Escherichia coli,ΔwaaP,EOP,-1.654996066,true,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=K20; genotype=ΔwaaP; EOP=-1.654996066.
lbnl_eop_3e2cfb0810d1b5,lbnl_phage_foundry,host_range,E_coli,phage,RB51,Escherichia coli,ΔwaaP,EOP,-1.308208579,true,,,,,OmpF,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=RB51; genotype=ΔwaaP; EOP=-1.308208579.
lbnl_eop_2ec5f6c3ea92d8,lbnl_phage_foundry,host_range,E_coli,phage,RB68,Escherichia coli,ΔwaaP,EOP,-1.213879817,true,,,,,OmpW,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=RB68; genotype=ΔwaaP; EOP=-1.213879817.
lbnl_eop_464eecf4dc4e1a,lbnl_phage_foundry,host_range,E_coli,phage,RB69,Escherichia coli,ΔwaaP,EOP,-0.415668776,true,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=RB69; genotype=ΔwaaP; EOP=-0.415668776.
lbnl_eop_536af9a693b0a5,lbnl_phage_foundry,host_range,E_coli,phage,TP5,Escherichia coli,ΔwaaP,EOP,-4.756155027,false,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=TP5; genotype=ΔwaaP; EOP=-4.756155027.
lbnl_eop_3538995761c60a,lbnl_phage_foundry,host_range,E_coli,phage,phi92,Escherichia coli,ΔwaaP,EOP,-8.893946608,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=phi92; genotype=ΔwaaP; EOP=-8.893946608.
lbnl_eop_b69d10eda4f8e8,lbnl_phage_foundry,host_range,E_coli,phage,Bas48,Escherichia coli,ΔwaaY,EOP,-2.066946787,false,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas48; genotype=ΔwaaY; EOP=-2.066946787.
lbnl_eop_c095628f2f0000,lbnl_phage_foundry,host_range,E_coli,phage,Bas50,Escherichia coli,ΔwaaY,EOP,-3.191885333,false,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas50; genotype=ΔwaaY; EOP=-3.191885333.
lbnl_eop_0418fe5483d633,lbnl_phage_foundry,host_range,E_coli,phage,Bas51,Escherichia coli,ΔwaaY,EOP,-1.865301424,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas51; genotype=ΔwaaY; EOP=-1.865301424.
lbnl_eop_5752916c18d410,lbnl_phage_foundry,host_range,E_coli,phage,Bas52,Escherichia coli,ΔwaaY,EOP,-1.232844133,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas52; genotype=ΔwaaY; EOP=-1.232844133.
lbnl_eop_ec6da15b988458,lbnl_phage_foundry,host_range,E_coli,phage,Bas55,Escherichia coli,ΔwaaY,EOP,-0.419338153,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas55; genotype=ΔwaaY; EOP=-0.419338153.
lbnl_eop_199bb3de8182fe,lbnl_phage_foundry,host_range,E_coli,phage,Bas58,Escherichia coli,ΔwaaY,EOP,-1.124938736,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas58; genotype=ΔwaaY; EOP=-1.124938736.
lbnl_eop_0e071bc102e077,lbnl_phage_foundry,host_range,E_coli,phage,Bas60,Escherichia coli,ΔwaaY,EOP,-5.93448108,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas60; genotype=ΔwaaY; EOP=-5.93448108.
lbnl_eop_8fe37ae916ced3,lbnl_phage_foundry,host_range,E_coli,phage,Bas61,Escherichia coli,ΔwaaY,EOP,-5.736742773,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas61; genotype=ΔwaaY; EOP=-5.736742773.
lbnl_eop_d349987cf24b3c,lbnl_phage_foundry,host_range,E_coli,phage,Bas62,Escherichia coli,ΔwaaY,EOP,-4.928642512,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas62; genotype=ΔwaaY; EOP=-4.928642512.
lbnl_eop_922129413cf583,lbnl_phage_foundry,host_range,E_coli,phage,EV146,Escherichia coli,ΔwaaY,EOP,-1,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=EV146; genotype=ΔwaaY; EOP=-1.0.
lbnl_eop_2cde26c62603a2,lbnl_phage_foundry,host_range,E_coli,phage,TP5,Escherichia coli,ΔwaaY,EOP,-0.807309479,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=TP5; genotype=ΔwaaY; EOP=-0.807309479.
lbnl_eop_e36d153fcec21f,lbnl_phage_foundry,host_range,E_coli,phage,phi92,Escherichia coli,ΔwaaY,EOP,-8.893946608,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=phi92; genotype=ΔwaaY; EOP=-8.893946608.
lbnl_eop_6e7235d7d0e245,lbnl_phage_foundry,host_range,E_coli,phage,Bas48,Escherichia coli,ΔwecB,EOP,-0.731154688,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas48; genotype=ΔwecB; EOP=-0.731154688.
lbnl_eop_6abe5c033d3e85,lbnl_phage_foundry,host_range,E_coli,phage,Bas50,Escherichia coli,ΔwecB,EOP,-0.640978057,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas50; genotype=ΔwecB; EOP=-0.640978057.
lbnl_eop_172bfedf04b1bd,lbnl_phage_foundry,host_range,E_coli,phage,Bas51,Escherichia coli,ΔwecB,EOP,-1.23183297,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas51; genotype=ΔwecB; EOP=-1.23183297.
lbnl_eop_8802db859389df,lbnl_phage_foundry,host_range,E_coli,phage,Bas52,Escherichia coli,ΔwecB,EOP,-0.709965389,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas52; genotype=ΔwecB; EOP=-0.709965389.
lbnl_eop_91a93c45005b58,lbnl_phage_foundry,host_range,E_coli,phage,Bas55,Escherichia coli,ΔwecB,EOP,-1.369650369,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas55; genotype=ΔwecB; EOP=-1.369650369.
lbnl_eop_1c2173a5638a8f,lbnl_phage_foundry,host_range,E_coli,phage,Bas58,Escherichia coli,ΔwecB,EOP,-1.018885344,true,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas58; genotype=ΔwecB; EOP=-1.018885344.
lbnl_eop_eebdc7e274ef68,lbnl_phage_foundry,host_range,E_coli,phage,Bas60,Escherichia coli,ΔwecB,EOP,-0.059437188,true,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas60; genotype=ΔwecB; EOP=-0.059437188.
lbnl_eop_ca276164521175,lbnl_phage_foundry,host_range,E_coli,phage,Bas61,Escherichia coli,ΔwecB,EOP,-3.823908548,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas61; genotype=ΔwecB; EOP=-3.823908548.
lbnl_eop_ca85d2d5ec9bfb,lbnl_phage_foundry,host_range,E_coli,phage,Bas62,Escherichia coli,ΔwecB,EOP,-10.36797679,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas62; genotype=ΔwecB; EOP=-10.36797679.
lbnl_eop_8948c671d2e620,lbnl_phage_foundry,host_range,E_coli,phage,EV146,Escherichia coli,ΔwecB,EOP,-2.861697286,false,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=EV146; genotype=ΔwecB; EOP=-2.861697286.
lbnl_eop_f1b015a684f7fc,lbnl_phage_foundry,host_range,E_coli,phage,TP5,Escherichia coli,ΔwecB,EOP,-3.142197695,false,,,,,NGR,GluI,,Vequintavirus,virulent,Myovirus,,,,Direct EOP row: phage=TP5; genotype=ΔwecB; EOP=-3.142197695.
lbnl_eop_fd9a7b03ba1b01,lbnl_phage_foundry,host_range,E_coli,phage,phi92,Escherichia coli,ΔwecB,EOP,-8.893946608,false,,,,,NGR,GluI,,Justusliebigvirus,virulent,Myovirus,,,,Direct EOP row: phage=phi92; genotype=ΔwecB; EOP=-8.893946608.
lbnl_eop_7be15d79d3741b,lbnl_phage_foundry,host_range,E_coli,phage,Bas08,Escherichia coli,ΔgmhA,EOP,-10.27106677,false,,,,,TolC,HepII,Drexlerviridae,Tlsvirus,virulent,Siphovirus,,,,Direct EOP row: phage=Bas08; genotype=ΔgmhA; EOP=-10.27106677.
lbnl_eop_997a9162c448ac,lbnl_phage_foundry,host_range,E_coli,phage,Bas36,Escherichia coli,ΔgmhA,EOP,-9.970036777,false,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas36; genotype=ΔgmhA; EOP=-9.970036777.
lbnl_eop_9f888f806ef459,lbnl_phage_foundry,host_range,E_coli,phage,Bas38,Escherichia coli,ΔgmhA,EOP,-9.452297671,false,,,,,OmpF,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas38; genotype=ΔgmhA; EOP=-9.452297671.
lbnl_eop_341d109bf7cc40,lbnl_phage_foundry,host_range,E_coli,phage,Bas39,Escherichia coli,ΔgmhA,EOP,-5.538375119,false,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas39; genotype=ΔgmhA; EOP=-5.538375119.
lbnl_eop_510f56db5bc976,lbnl_phage_foundry,host_range,E_coli,phage,Bas40,Escherichia coli,ΔgmhA,EOP,-2.101577956,false,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas40; genotype=ΔgmhA; EOP=-2.101577956.
lbnl_eop_fffaedc2f52de3,lbnl_phage_foundry,host_range,E_coli,phage,Bas41,Escherichia coli,ΔgmhA,EOP,-6.300943145,false,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas41; genotype=ΔgmhA; EOP=-6.300943145.
lbnl_eop_25a0c2d6afb16d,lbnl_phage_foundry,host_range,E_coli,phage,Bas42,Escherichia coli,ΔgmhA,EOP,-0.448245127,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas42; genotype=ΔgmhA; EOP=-0.448245127.
lbnl_eop_f5c4fafbd581b9,lbnl_phage_foundry,host_range,E_coli,phage,Bas43,Escherichia coli,ΔgmhA,EOP,-4.916445263,false,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas43; genotype=ΔgmhA; EOP=-4.916445263.
lbnl_eop_c726a29ffc8834,lbnl_phage_foundry,host_range,E_coli,phage,Bas44,Escherichia coli,ΔgmhA,EOP,-1.681241203,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas44; genotype=ΔgmhA; EOP=-1.681241203.
lbnl_eop_4326c4141634ca,lbnl_phage_foundry,host_range,E_coli,phage,Bas46,Escherichia coli,ΔgmhA,EOP,-9.669006781,false,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas46; genotype=ΔgmhA; EOP=-9.669006781.
lbnl_eop_b8a34bbf231e1b,lbnl_phage_foundry,host_range,E_coli,phage,Bas47,Escherichia coli,ΔgmhA,EOP,-3.455126865,false,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas47; genotype=ΔgmhA; EOP=-3.455126865.
lbnl_eop_ef54b6911dd825,lbnl_phage_foundry,host_range,E_coli,phage,CEV1,Escherichia coli,ΔgmhA,EOP,-9.583576586,false,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=CEV1; genotype=ΔgmhA; EOP=-9.583576586.
lbnl_eop_44eb91900ddb08,lbnl_phage_foundry,host_range,E_coli,phage,CM8,Escherichia coli,ΔgmhA,EOP,-10.47712125,false,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=CM8; genotype=ΔgmhA; EOP=-10.47712125.
lbnl_eop_06c92ffaee3a26,lbnl_phage_foundry,host_range,E_coli,phage,EV116,Escherichia coli,ΔgmhA,EOP,-9.920818754,false,,,,,TolC,HepII,Drexlerviridae,Tlsvirus,virulent,Siphovirus,,,,Direct EOP row: phage=EV116; genotype=ΔgmhA; EOP=-9.920818754.
lbnl_eop_bd3f53b084c6f4,lbnl_phage_foundry,host_range,E_coli,phage,JK23,Escherichia coli,ΔgmhA,EOP,-10.41218045,false,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=JK23; genotype=ΔgmhA; EOP=-10.41218045.
lbnl_eop_14475d0ae16205,lbnl_phage_foundry,host_range,E_coli,phage,JK32,Escherichia coli,ΔgmhA,EOP,-0.397940009,true,,,,,Tsx,Kdo,Straboviridae,Krischvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK32; genotype=ΔgmhA; EOP=-0.397940009.
lbnl_eop_ecd68292ae8e66,lbnl_phage_foundry,host_range,E_coli,phage,JK36,Escherichia coli,ΔgmhA,EOP,-1.196820743,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK36; genotype=ΔgmhA; EOP=-1.196820743.
lbnl_eop_20b1a55f7a2709,lbnl_phage_foundry,host_range,E_coli,phage,JK38,Escherichia coli,ΔgmhA,EOP,-4.972846175,false,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=JK38; genotype=ΔgmhA; EOP=-4.972846175.
lbnl_eop_4645fbed2090b6,lbnl_phage_foundry,host_range,E_coli,phage,JK42,Escherichia coli,ΔgmhA,EOP,-0.77815125,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK42; genotype=ΔgmhA; EOP=-0.77815125.
lbnl_eop_9014a4d78986d9,lbnl_phage_foundry,host_range,E_coli,phage,JK45,Escherichia coli,ΔgmhA,EOP,-0.925898279,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK45; genotype=ΔgmhA; EOP=-0.925898279.
lbnl_eop_4bc44a316d162a,lbnl_phage_foundry,host_range,E_coli,phage,K18,Escherichia coli,ΔgmhA,EOP,-5.054348977,false,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=K18; genotype=ΔgmhA; EOP=-5.054348977.
lbnl_eop_7cc2835c9485b4,lbnl_phage_foundry,host_range,E_coli,phage,K20,Escherichia coli,ΔgmhA,EOP,-10.30820858,false,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=K20; genotype=ΔgmhA; EOP=-10.30820858.
lbnl_eop_84ef13545f6348,lbnl_phage_foundry,host_range,E_coli,phage,LZ4,Escherichia coli,ΔgmhA,EOP,-5.060689155,false,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=LZ4; genotype=ΔgmhA; EOP=-5.060689155.
lbnl_eop_65f20be2668458,lbnl_phage_foundry,host_range,E_coli,phage,LZ5,Escherichia coli,ΔgmhA,EOP,-4.146127167,false,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=LZ5; genotype=ΔgmhA; EOP=-4.146127167.
lbnl_eop_fff8d03620a93d,lbnl_phage_foundry,host_range,E_coli,phage,RB33,Escherichia coli,ΔgmhA,EOP,-1.633774403,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=RB33; genotype=ΔgmhA; EOP=-1.633774403.
lbnl_eop_0f5cef4f6e8de8,lbnl_phage_foundry,host_range,E_coli,phage,RB51,Escherichia coli,ΔgmhA,EOP,-10.00717858,false,,,,,OmpF,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=RB51; genotype=ΔgmhA; EOP=-10.00717858.
lbnl_eop_f23b5d175a3026,lbnl_phage_foundry,host_range,E_coli,phage,RB68,Escherichia coli,ΔgmhA,EOP,-9.352182518,false,,,,,OmpW,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=RB68; genotype=ΔgmhA; EOP=-9.352182518.
lbnl_eop_02a8b2c8937246,lbnl_phage_foundry,host_range,E_coli,phage,RB69,Escherichia coli,ΔgmhA,EOP,-10.31875876,false,,,,,OmpF,HepI,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=RB69; genotype=ΔgmhA; EOP=-10.31875876.
lbnl_eop_c5d3a9f5e51ccb,lbnl_phage_foundry,host_range,E_coli,phage,Sew9,Escherichia coli,ΔgmhA,EOP,-4.899785772,false,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Sew9; genotype=ΔgmhA; EOP=-4.899785772.
lbnl_eop_13c6e4c45933ca,lbnl_phage_foundry,host_range,E_coli,phage,T4,Escherichia coli,ΔgmhA,EOP,-1.647817478,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=T4; genotype=ΔgmhA; EOP=-1.647817478.
lbnl_eop_6b99017c2ff659,lbnl_phage_foundry,host_range,E_coli,phage,T6,Escherichia coli,ΔgmhA,EOP,-0.873126763,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=T6; genotype=ΔgmhA; EOP=-0.873126763.
lbnl_eop_d418b93d137be4,lbnl_phage_foundry,host_range,E_coli,phage,TP3,Escherichia coli,ΔgmhA,EOP,-0.772756218,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=TP3; genotype=ΔgmhA; EOP=-0.772756218.
lbnl_eop_21a85c0140306f,lbnl_phage_foundry,host_range,E_coli,phage,TulB,Escherichia coli,ΔgmhA,EOP,-10.72699873,false,,,,,OmpC,GluI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=TulB; genotype=ΔgmhA; EOP=-10.72699873.
lbnl_eop_aceaf32fa68308,lbnl_phage_foundry,host_range,E_coli,phage,Bas36,Escherichia coli,ΔwaaD,EOP,-0.458153416,true,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas36; genotype=ΔwaaD; EOP=-0.458153416.
lbnl_eop_4c831b062b95ac,lbnl_phage_foundry,host_range,E_coli,phage,Bas39,Escherichia coli,ΔwaaD,EOP,-0.433655561,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas39; genotype=ΔwaaD; EOP=-0.433655561.
lbnl_eop_65eeae07394e60,lbnl_phage_foundry,host_range,E_coli,phage,Bas40,Escherichia coli,ΔwaaD,EOP,-1.061269656,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas40; genotype=ΔwaaD; EOP=-1.061269656.
lbnl_eop_a2c25029a0aeb2,lbnl_phage_foundry,host_range,E_coli,phage,Bas41,Escherichia coli,ΔwaaD,EOP,-3.110698241,false,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas41; genotype=ΔwaaD; EOP=-3.110698241.
lbnl_eop_355b523e373b1f,lbnl_phage_foundry,host_range,E_coli,phage,Bas42,Escherichia coli,ΔwaaD,EOP,-0.287666034,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas42; genotype=ΔwaaD; EOP=-0.287666034.
lbnl_eop_36731918f47751,lbnl_phage_foundry,host_range,E_coli,phage,Bas43,Escherichia coli,ΔwaaD,EOP,-1.176091258,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas43; genotype=ΔwaaD; EOP=-1.176091258.
lbnl_eop_bce96f76b94592,lbnl_phage_foundry,host_range,E_coli,phage,Bas44,Escherichia coli,ΔwaaD,EOP,-0.5351132,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Bas44; genotype=ΔwaaD; EOP=-0.5351132.
lbnl_eop_53af37d38f5c4c,lbnl_phage_foundry,host_range,E_coli,phage,CM8,Escherichia coli,ΔwaaD,EOP,-1,true,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=CM8; genotype=ΔwaaD; EOP=-1.0.
lbnl_eop_5781981c398f2e,lbnl_phage_foundry,host_range,E_coli,phage,JK23,Escherichia coli,ΔwaaD,EOP,-0.652512603,true,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=JK23; genotype=ΔwaaD; EOP=-0.652512603.
lbnl_eop_9bc453f6367c44,lbnl_phage_foundry,host_range,E_coli,phage,JK32,Escherichia coli,ΔwaaD,EOP,-0.420216403,true,,,,,Tsx,Kdo,Straboviridae,Krischvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK32; genotype=ΔwaaD; EOP=-0.420216403.
lbnl_eop_54ab6770e00f1f,lbnl_phage_foundry,host_range,E_coli,phage,JK36,Escherichia coli,ΔwaaD,EOP,-0.364311831,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK36; genotype=ΔwaaD; EOP=-0.364311831.
lbnl_eop_f2b4bbf1e2e916,lbnl_phage_foundry,host_range,E_coli,phage,JK38,Escherichia coli,ΔwaaD,EOP,-0.713210443,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=JK38; genotype=ΔwaaD; EOP=-0.713210443.
lbnl_eop_e95f779acf6091,lbnl_phage_foundry,host_range,E_coli,phage,JK42,Escherichia coli,ΔwaaD,EOP,-0.359021943,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK42; genotype=ΔwaaD; EOP=-0.359021943.
lbnl_eop_bc11669dfc81d1,lbnl_phage_foundry,host_range,E_coli,phage,JK45,Escherichia coli,ΔwaaD,EOP,0.005020801,true,,,,,OmpC,Kdo,Straboviridae,Mosigvirus,virulent,Myovirus,,,,Direct EOP row: phage=JK45; genotype=ΔwaaD; EOP=0.005020801.
lbnl_eop_9800013681c95d,lbnl_phage_foundry,host_range,E_coli,phage,K18,Escherichia coli,ΔwaaD,EOP,-0.742603801,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=K18; genotype=ΔwaaD; EOP=-0.742603801.
lbnl_eop_125dbbf9ba5373,lbnl_phage_foundry,host_range,E_coli,phage,LZ4,Escherichia coli,ΔwaaD,EOP,-0.583576585,true,,,,,Tsx,HepI,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=LZ4; genotype=ΔwaaD; EOP=-0.583576585.
lbnl_eop_a79c2a70af30b9,lbnl_phage_foundry,host_range,E_coli,phage,LZ5,Escherichia coli,ΔwaaD,EOP,-0.748188027,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=LZ5; genotype=ΔwaaD; EOP=-0.748188027.
lbnl_eop_a026f1b81e54a5,lbnl_phage_foundry,host_range,E_coli,phage,RB33,Escherichia coli,ΔwaaD,EOP,-0.143688173,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=RB33; genotype=ΔwaaD; EOP=-0.143688173.
lbnl_eop_be084372e35558,lbnl_phage_foundry,host_range,E_coli,phage,Sew9,Escherichia coli,ΔwaaD,EOP,-0.86199879,true,,,,,Tsx,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=Sew9; genotype=ΔwaaD; EOP=-0.86199879.
lbnl_eop_b1a1fdb5b04434,lbnl_phage_foundry,host_range,E_coli,phage,T4,Escherichia coli,ΔwaaD,EOP,-0.425968732,true,,,,,OmpC,Kdo,Straboviridae,Tequatrovirus,virulent,Myovirus,,,,Direct EOP row: phage=T4; genotype=ΔwaaD; EOP=-0.425968732.
